Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
14545,3,3,0,0,0,well maryland is just a bunch of hateful rednecks anyway
14546,3,0,3,0,1,just had a conversation wit my ex n she reminded me y she is my ex smh i do not know y i even answerd for this bitch
14547,3,0,3,0,1,a dick has a sad life his hair is a mess his family is nuts his neighbor s an asshole his best friend s a pussy
14548,3,0,0,3,2,if you honk your horn 4 seconds after the light turns green i will shut off my car lay on the hood and feed birds fo
14549,3,0,3,0,1,yo mother dedication hoe rich homie tono feat childish miguelito young patty coming soon sorry4thewait
14550,3,0,3,0,1,this what you all hoes want
14551,3,0,3,0,1,bitch what ocean is this
14552,3,0,1,2,2,  far right hero and all around rwnj d souza took to twitter on thanksgiving to mock trayvon martin a murdered k
14553,3,2,1,0,0,brandon phelps a hoe ass nigga and wen i see him i am about to smack him like da lil bitch he is 300
14554,6,1,0,5,2,150 christians massacred by jihadi muslims while they slept including pastor his wife kids
14555,3,0,0,3,2,oh torrence i cannot stand your cheer leading squad but i love your pom poms i will feed you bon bons all night
14556,3,0,2,1,1,bitch go to sleep you have work in the morning lol yes master
14557,3,0,2,1,1,do not be a bitch to someone who can out bitch you
14558,3,2,1,0,0,these young cats being drafted in the nba today are walking lotto tickets wait till these niggas find out that pussy come
14559,6,1,5,0,1,this bitch played too much subway surfer
14560,3,0,3,0,1,nothing that the russians did in their support of the rebels surprises me putin views obama as a pussy
14561,3,0,3,0,1,ona niggas i will really beat dat hoe up
14562,3,0,3,0,1,your mcm is a lil bitch
14563,3,0,3,0,1,a bird just flew into my hotel room i would rather get gangbanged by 10 mandingos for 2 days straight than experience that again
14564,3,0,3,0,1,omg seriously do bitches still love sosa
14565,3,0,3,0,1,started off with a oz end up riding fo deep pull up to that club like muthaufckin ho you do not know me
14566,3,0,2,1,1,kissin small lips is trash lol trash
14567,3,0,3,0,1,this is my beach bitch
14568,3,0,3,0,1,that is 5 years away from legal drinking age and 14 year old pussy ahaha eat ice cream not pussy bud
14569,3,1,2,0,1,you all be makin your nigga microwaveable dinner meanwhile he out there eatin another bitch homemade dinner
14570,6,0,6,0,1,i hat that i paint my beard shit just eat some pussy and grow you one dawg quit tryin to shortcut it
14571,3,0,2,1,1,when you rubbing on her booty then start playing with her pussy with ya thumb
14572,3,0,3,0,1,always a bit of irony in the air when chicks call strippers hoes then grind on yo dick 4 free to the same song stri
14573,6,0,5,1,1,beyonce made too many hoodrat anthems to not have been a hoe at some point in her life
14574,6,0,6,0,1,i hope my kids don t disappoint me by coming out ugly i got too many plans to get hoes indirectly with them
14575,3,2,1,0,0,rudy gay a faggot for not changing his last name once he got money
14576,3,3,0,0,0,hate fags the answer s yes
14577,3,0,2,1,1,destroying a team that talked trash before the game
14578,3,0,0,3,2,women only play casual game like kim k game anger bird they do not play real games like male power fantasy 2 or jingoi
14579,3,0,3,0,1,that is my bitch man i swear
14580,3,0,0,3,2,askaugust how tall are you i keep getting different answers from different people abo
14581,6,0,0,6,2,praying today s m g pictures do not come out yellow
14582,3,0,3,0,1,i hate when people say you cannot befriend a hoe how bitch how 1 i am only held accountable for my pussy 2 it is all about
14583,3,0,0,3,2,there is nothing hotter than a pale albino chick who can play guitar
14584,3,1,2,0,1,but then who is going to host the baddest bitch competition
14585,3,0,0,3,2,when the trash bag is so full you can barely tie it sttooopp
14586,3,0,0,3,2,i want a pet monkey
14587,3,0,3,0,1,big booty bitches always win
14588,3,0,3,0,1,this next generation is being raised to be a bunch of mindless pussies with no discipline
14589,3,1,2,0,1,the ape was like oh you niggas gon learn today
14590,3,0,0,3,2,apologies trash what is understood are not got to be explained
14591,3,0,0,3,2,rape is never something to mock like this i stand with jada jadapose
14592,3,2,1,0,0,ray j is the perfect example of what happens when you give a lame nigga some pussy
14593,3,0,3,0,1,
14594,3,1,2,0,1,why do people have a problem with gay people know what fuck it i got a problem with you straight hoes now what
14595,3,0,2,1,1,mama said no pussy cats inside my dog house
14596,3,0,3,0,1,these hoe are not loyal a nigga who cheated on his girl 7 times and just broke up with him
14597,3,0,3,0,1,females always talk about how on point their nails and eyebrows are okay bitch your personality is still shit though
14598,3,1,0,2,2,cue the liberal left s uncle tom attacks against tim scott in 4 3 2 tcot teaparty gop
14600,3,2,0,1,0,
14601,3,0,1,2,2,whatchu sayin hoe you know i am the man hoe
14602,3,1,2,0,1,point proven i am about to catch you bitch ok bud
14603,3,0,3,0,1,i know plenty of hoes in love with they niggas but it be the same bitch fuckin niggas
14604,3,0,3,0,1,got to link with bro rambo fashoo nd we got to pull up ona pussy boys
14605,3,0,2,1,1,the homie got this bitch rocken
14606,3,0,3,0,1,dese bitches are not shit i get them high and feed them dick
14607,3,0,3,0,1,just call me a nigger because that is what you really want to say at the end of the day
14608,3,0,3,0,1,damn near in love with all them hoes when i am with them
14609,3,0,3,0,1,i love my family but i would not even need water to pop that red pill that hoe is getting taken swiftly
14610,3,0,2,1,1,i really do not be tryna hoe nobody i eat we all eat literally
14611,3,0,3,0,1,  your man insecure because you make him feel like he got to compete with other guys stop being a hoe stop choo
14612,3,0,3,0,1,glad none of my followers can say they fucked noway you all hoes really make this a goal
14613,3,0,3,0,1,some of you all hoes thighs be so thick and cannot even walk yankee food
14614,3,0,3,0,1,best man ever i would fuck her right in the pussy my nigg
14615,7,1,6,0,1,could you please refrain from being a dumb bitch
14616,3,0,2,1,1,if i see a bitch coming at me like this that mean i got 1 2 seconds to get up and get right hoethea sat there http
14617,3,0,3,0,1,loyalty now let us get this money i got you you got me no hoes just us
14618,3,0,3,0,1,update you are still a bitch
14619,3,0,3,0,1,eli manning is fucking trash rap
14620,3,0,3,0,1,
14621,3,1,2,0,1,i want a real relationship no games no lies no side hoes just me and you
14622,3,0,3,0,1,fine then do not little nigs mtvhottest one direction
14623,3,0,3,0,1,
14624,3,0,3,0,1,that is right you do not marry hoes you rent them
14625,3,0,3,0,1,lol i am off this brooo bitches janky
14626,3,0,3,0,1,honestyhour no bitch better try to fuck with my girl because i will go off
14627,3,0,3,0,1,
14628,3,0,3,0,1,r you african because you are african bitch
14629,3,1,0,2,2,when you look like trash and someone compliments you
14630,3,0,3,0,1,i am hungry i will not give a bitch a time or day i am trying take care business
14631,3,2,1,0,0,look at ya boy nigga a faggot bruh chance the rapper
14632,3,1,2,0,1,you really are a faggot if you say that match was bad stop watching
14633,3,0,0,3,2,instant mashed potatoes are trash
14634,3,0,0,3,2,when charlie crist said rick scott just too shady for the sunshine state
14635,6,0,6,0,1,my tryna make me go to church tommrow he will nawl dude bitch text me back
14636,6,0,6,0,1,this bitch think look like rihanna
14637,3,0,3,0,1,when i am 18 them bitches getting erased
14638,3,1,2,0,1,free tino lul hoe
14639,3,0,3,0,1,if or do not know you then you are not welcome on saturday bitches privileges
14640,3,0,3,0,1,behind every lame ass nigga is a lame ass bitch that is constantly telling him how real he is
14641,6,0,6,0,1,i am about to beat yo lil young ass quick plyin hoe
14642,3,0,3,0,1,i like good weed bad bitches dat can roll it up
14643,3,0,2,1,1,
14644,6,0,6,0,1,people love to try to confront you yes bitch i said it now what
14645,3,0,3,0,1,yaaass bitch yaasss soulja boy be having me so turnt
14646,3,0,3,0,1,never catch feelings for a dumb bitch
14647,3,0,3,0,1,that bitch who the shit in yo eyes are not shit in my eyez
14648,3,0,3,0,1,when that message say delivered but you see him posting sc story s with all his hoes
14649,3,0,3,0,1,when you realize you sent the message to your wife instead of your side hoe
14650,3,0,3,0,1,basic bitch tweet shit like no one to talk to 3 times a day
14651,3,0,3,0,1,you all want foreign bitches sooo bad but cannot even pull local hoes
14652,3,0,0,3,2,at george steinbrenner s first yankees news conference he said he would not interfere in baseball decisions promising
14653,3,0,0,3,2,a 17 year old girl once struck out babe ruth and lou gehrig back to back and was banned from baseball for it yankees
14654,3,0,0,3,2,big 10 been trash for years now lol its a basketball conference now
14655,3,0,3,0,1,ebola not scary at all while you all worried about ebola i am about to b getting hoes
14656,3,0,3,0,1,line my shit up with god cards bitch
14657,3,0,3,0,1,screaming after wes bitch ass annalise is losing her damn mind she need to put the big girl panties back on htgawm
14658,3,0,3,0,1,try to crucify me and we tweakin hoe
14659,3,0,3,0,1,i am just a normal ass dude that has no hoes and happens to be funny every once in a while
14660,3,1,2,0,1,like a flat tire he need a fix run up on them put the gun up on them ask a pussy nigga what is to ya bitch
14661,3,0,1,2,2,the nfl is very equal this season everybody showed glimpses of being trash
14662,3,1,2,0,1,lol lebron bitch ass always making a spectacle look at me ass nigga
14663,3,1,2,0,1,when lil b said word around town that i are not got no bitches what that is a damn lie nigga my nuts is my witness
14664,3,0,3,0,1,fat bitch act like she could not follow back i have always wanted a fat bitch to follow me
14665,3,0,3,0,1,
14666,3,0,3,0,1,beat the pussy in so well her shit still hurting from a week ago
14667,3,0,3,0,1,drake look like he would lay his letterman jacket over a puddle for a bitch and she wit her man smh
14668,3,0,3,0,1,i am fukin yo bitch you mad as shit
14670,3,0,3,0,1,when you tweet som n just for laughs a bitch want to spoil the fun by getting serious
14671,4,0,4,0,1,making up handshakes with all my bitches now
14672,3,0,3,0,1,this is for the bitches who played me what up hoe
14673,3,0,3,0,1,hoes be on some august alsina is bae no bitch that dusty nigga you got 2 kids with who drives yo car still wears rocawe
14674,3,0,3,0,1,waiting 90 days for pussy is like being grounded and looking at all the kids playing outside from your bedroom window
14675,3,1,2,0,1,you ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy
14676,3,0,3,0,1,recognize that i am a star player leave them hoe fans of yours alone
14677,3,2,0,1,0,why do the trashiest really ghetto girls always get the most likes and comments on insta boys up and down their pictures a
14678,3,0,3,0,1,lmfaooooo which one of you all toothless hoes made this
14679,6,0,0,6,2,the afl now has an american draft system bearbrother couple of yanks are on the playing lists at so
14680,3,0,3,0,1,
14681,3,0,1,2,2,poont got to be trash
14682,3,0,3,0,1,now he apologizing lol fuck that hoe and her shot up pussy
14683,3,0,3,0,1,ariana is probably the next beyonce bitch if you do not back the fuck up
14684,9,0,9,0,1,
14685,3,1,2,0,1,why you all are not tell me young thug nails look better then mine lol fckin faggot
14686,3,0,3,0,1,i feel bad for guys that give their girlfriends the world and the bitch still treats them like shit like damn what more do
14687,3,0,3,0,1,shawn micheals razor ramon both had bitches noone had more than godfather though
14688,3,0,3,0,1,ugh thank you my bf still talks so a dumb bitch i do not like
14689,3,1,2,0,1,these niggaz bare backing any and every bitch out here
14690,3,0,3,0,1,
14691,3,0,0,3,2,this is crazy no rb picked yet a rb won roy 2yrs ago rb was mvp people 4get how important our position is this is insane ho
14692,3,0,3,0,1,i hate seeing women carrying on about how they could fuck somebody is man ok trashy ass bitch
14693,3,2,0,1,0,remember the yellow badge nazis used israel is making muslim women carry a yellow badge order to pray in al aqsa h
14694,3,0,3,0,1,these 5th grade hoes are not loyal
14695,3,0,2,1,1,
14696,3,0,2,1,1,
14697,3,0,0,3,2,charlie sheen did the ice bucket challenge the right way
14698,3,0,0,3,2,sagittarius can be compassionate towards other people when they want to be especially towards the ones they care abo
14699,3,1,2,0,1,when you finally see the white kid that called you nigger on call of duty
14700,3,0,3,0,1,hulkamania is running wild on that pussy
14701,3,0,3,0,1,this hoe know that not her car lmaooo
14702,3,0,0,3,2,bey lost her ring at the met gala jay found it instead of just giving it back he gave it to her as a mock proposal http
14703,3,0,0,3,2,breakingnews streetart graffiti new mural by duo etamcru in rome italy morning breakfast coffee trash
14704,3,0,3,0,1,
14705,3,0,3,0,1,twitter jail is pointless your suppose to tweet they need instagram jail for hoes doing shout out for shout out all fucking d
14706,3,0,0,3,2,my iphone has 2 million times the storage of the 1969 apollo 11 spacecraft computer they went to the moon i throw bird
14707,3,2,1,0,0,anybody who trashes their own neighborhood after a perceived injustice is a fucking moron ferguson
14708,6,0,0,6,2,i cannot believe the cops shot this fine young man there goes the cure for cancer fergusonoctober
14709,3,0,3,0,1,i would like to issue a formal apology to israel for our piece of shit anti semitic president and his retarded secretary o
14710,3,0,2,1,1,number of women denied birth control by hobby lobby 0 number of democrat retards butthurt by the verdict 30 000 000
14711,3,0,1,2,2,one more from yankees would not be letting polanco sit in minor leagues because they are all about w
14712,3,0,3,0,1,i am going to start my own web md site and the only three diagnosis are quit being a pussy lay off the drugs call 911
14713,3,0,3,0,1,happy valentine s day big booty bitches
14714,3,0,3,0,1,yeah fuck lunch i will just eat pussy under the staircase by the foriegn language hallway
14715,3,0,2,1,1,bald headed bitches mad at me because they look like this do not blame me blame your parents bmb
14716,3,0,0,3,2,love riding the metronorth with sour drunk yankees fans after a loss toobad metsfan queensallday
14717,3,0,0,3,2,we gave guncontrol a chance it failed no more of this gunsense nonsense momsdemand is statist trash
14718,3,0,3,0,1,shit hoes post on instagram pt 1
14719,3,0,2,1,1,hank baskett cheated with a tranny and just got a shoutout
14720,3,0,0,3,2,the stars wink knowingly and smile at each other when they see two lovers kissing on a secluded bridge on a balmy autumn nig
14721,3,0,0,3,2,i do not like the weather right now it is scaring me lol why is it yellow
14722,3,1,2,0,1,
14723,3,0,3,0,1,i will never think a bitch is all mine
14724,3,0,3,0,1,suck my dick bitch not only are you terrible you are why hip hop is dead
14725,3,0,3,0,1,i got 99 problems but a bitch are not one that goes for you bitch niggas too rns
14726,3,0,3,0,1,hahaha look at you tryin to be a bitch lol nice try though haha
14727,3,0,3,0,1,pick one the girl behind the bar who are not being a hoe
14728,6,0,5,1,1,if you a hoe on the internet you a hoe irl
14729,3,0,3,0,1,kanye tupac are you serious yep bitch keep it moving
14730,3,0,3,0,1,merched smoke wit a bitch in nap and let her play music i bet 100 she turn on boosie or some slow shit
14731,3,0,3,0,1,damn rico ass hit that hoe on point
14732,3,0,3,0,1,
14733,3,0,3,0,1,you lil stupid ass bitch i are not fuckin wit you
14734,3,0,1,2,2,smoking is not a game you could get killed monkey see monkey dooo do not smoke if your not a smoker you all are the reason
14735,3,0,0,3,2,  if you are on the slope to 30 and still feel 17
14736,3,0,3,0,1,according to this data you a bitch ass nigga
14737,3,0,0,3,2,if you a bird throw it up birdgang eaglesnation
14738,3,0,3,0,1,niggas w bitch tendencies
14739,3,1,2,0,1,real niggas move in silence bitch niggas make a scene cuz they not really wit the violence
14740,3,0,3,0,1,i am sorry but some people s names are just fuckin stupid some parents should get a flyin bitch slap for naming kids like
14741,3,0,3,0,1,go talk to your other hoes
14742,3,1,2,0,1,bitches be talking about they ride or die with every nigga they talk to bitch you done died like 8 times already
14743,3,0,3,0,1,girls be 6 0 talking about catching feelings bitch you need to catch this td pass i am about to throw you smh
14744,3,0,3,0,1,real niggas let a real bitch cum first
14745,3,0,3,0,1,a street nigga do not love nobody if you are not his day one bitch nigga
14746,3,0,0,3,2,pat martin is going to show some yankees a thing or two at the james beard house tonight
14747,3,0,3,0,1,us calling females hoes for dressing as bunnies and cats for halloween did not discourage them one bit lol g
14748,3,0,2,1,1,like to have a seat on it i also do not assume that because a woman contributes to a sex conversation that means her pussy is open f
14749,3,0,3,0,1,i want a black guy that is 6 9 wears jordans and has tattoos bitch that is a created player on 2k
14750,3,0,0,3,2,when someone drops their trash mixtape in my dms
14751,3,0,3,0,1,bitches cannot finish a 6 inch sub but want a 12 inch dick
14752,6,1,5,0,1,rapeyass uh not rape her bitch nigga you see her passed out drunk what do you do ht
14753,3,0,0,3,2,  last 5 hours the last hour and a half of work trash just for existing
14754,3,0,2,1,1,  hell wrong with you all pecan pie and sweet potato pie trash
14755,3,0,3,0,1,what a bitch
14756,3,1,2,0,1,
14757,3,1,0,2,2,my favorite episode of friends is the one where blacks mysteriously vanish and unemployed white people find affordable ho
14758,3,1,2,0,1,white girls date black guys who hate black culture and they let their stupid ass white girlfriends talk shit and say nig
14759,3,0,3,0,1,trying to cat fish me like nuh uh bitch get in the back
14760,3,2,1,0,0,not about to shoot this pussy i am about to beat his face into the asphalt t
14761,3,1,2,0,1,that hoe smashed the whole team c h i l l lmao you all fools
14762,3,0,0,3,2,yellow face and it is a no
14763,3,0,3,0,1,i hate when niggas get mad cuz you fucked they girl when really he should be happy you showed him that bitch unloyal
14764,3,0,3,0,1,the most likely signs to be crazy bitches aries taurus gemini cancer leo virgo libra scorpio sagittarius capricorn aq
14765,6,0,0,6,2,video don t hurt yourself hits a jumper over a rookie proceeds to talk trash ht
14766,3,0,0,3,2,video cfl lb solomon elimimian trash talks an opponent during a halftime interview
14767,3,0,0,3,2,video derek jeter hits a walk off single on his final at bat at yankee stadium
14768,3,0,3,0,1,miramar had the baddest hoes shid hoes looking like they was in college had
14769,3,1,0,2,2,iwanttopunchpeoplewho mock god
14770,3,0,0,3,2,homeowner shoots armed suspect who attacked and pistol whipped him
14771,3,0,3,0,1,no matter where you go there is always an asshole wearing a yankees cap
14772,3,0,3,0,1,valentines day is just an extra christmas for bitches blood
14773,3,0,3,0,1,ugh white trash
14774,3,0,3,0,1,when you and your friend are talking and that bitch you all heavily do not fuck with walks past
14775,3,0,3,0,1,when a bitch get you fucked up
14776,3,0,3,0,1,asking his kids if they brought an apple for the teacher he is such a queer
14777,3,0,0,3,2,call me a free bird
14779,3,0,3,0,1,back when i was a young buffalo soldier ha s o to the bro tbt we still in this bitch
14780,3,0,0,3,2,asked betances before the game if he d like to be a starter again someday if the yankees ever asked me i would but i m a are
14781,3,0,3,0,1,tell me again how citizen kane is the best movie of all time then go watch caddyshack you pretentious film school cunt
14782,3,1,2,0,1,whoever called it the lowest common denominator and not stupid pussy number was probably more mature than me and definitely
14783,3,0,2,1,1,note about 300 30 days in a month these hoes selling pussy for 10 a pop lol
14786,6,1,5,0,1,if you are not fucking me feeding me or supporting me your opinion is irrelevant bitch
14787,3,0,3,0,1,muhammad ali roy gracie out this hoe
14788,3,1,2,0,1,these hoes be fucking all of us niggas i got news for all the monogamous niggas yo bitch fucking anonymous niggas
14789,3,1,2,0,1,on some real nigga shit some bitches need slapped
14790,3,0,0,3,2,i do not always get drunk and pass out but when i do when did they start making colored duct tape
14791,3,0,3,0,1,girls that fuck back your last one was trash so here
14792,9,0,9,0,1,some of you bitches aren t built to wear certain shit
14793,3,0,3,0,1,these hoes out of control
14794,3,0,2,1,1,
14795,3,0,3,0,1,i always text my besties like bitch call me i got the scoop
14796,3,0,3,0,1,my bitches got pretty pussy
14797,3,0,1,2,2,the best way to make a hillbilly do something is to tell him he cannot do it
14798,3,0,3,0,1,nine times outta ten the bitch using them same unclean brushes on all ten of her clients i cannot with you beat faced
14799,3,0,3,0,1,least i are not broke bitch
14800,6,0,6,0,1,when waka said suck my dragon balls bitch call me goku
14801,3,0,3,0,1,jackie a old bamma ass bitch
14802,3,0,3,0,1,tell them bitches i will always be your mrs
14803,3,0,0,3,2,we now know more about twinkies and how old the earth is than what happened in benghazi
14804,3,0,3,0,1,
14805,3,0,1,2,2,ghetto sour cream
14806,3,0,3,0,1,you guys thought sharkiesha and shovel girl were crazy she snapped this bitches nose
14807,3,0,3,0,1,she still a bitch lol so what do you tweet if you lose
14808,3,0,0,3,2,crooked number followed by shut down frame love it yankees
14809,3,0,0,3,2,
14810,3,0,3,0,1,who else remembers these bitches
14811,3,0,3,0,1,  but that is your baby mom though that are not my hoe
14812,6,2,0,4,2,graphic 150 christians massacred by jihadi muslims while they slept including pastor his wife kids
14813,3,0,3,0,1,these hoes gon come go i feel it boy lol
14814,3,0,2,1,1,
14815,3,0,3,0,1,females now a days do not like to do anything freaky because you niggas gossip about it like bitches
14816,4,0,4,0,1,i am in love with mary jane and codine i do not love these hoes
14817,3,0,3,0,1,but if you a hoe do you i are not judging you get it in but do not hurt someone in the process be straight up ab it
14818,3,1,0,2,2,charlie my last two songs will be quasi religious songs for the sake of who is coming up next
14819,3,0,3,0,1,he tweet like a bitch broke his heart
14820,3,1,2,0,1,niggas gossip like hoes most of them bitches
14821,3,0,3,0,1,naw bitches want attention not respect real women want respect truth
14823,3,0,1,2,2,daddy batman s parents are dead yup and superman s yup what am i going to be when you die sad ho
14824,3,0,2,1,1,do not unfollow i got the app bitch
14825,3,0,0,3,2,
14826,6,0,0,6,2,green and yellow lil wayne
14827,3,0,3,0,1,birds of a feather flock 2gether hoes friends with hoes bitter women be with other bitter ones haters be with hater
14828,3,0,1,2,2,i am so sick head colds suuuck and on top of that had to challange me to a beer chug
14829,3,0,3,0,1,these bitches are slutty enough without the costumes lol damn
14830,3,0,3,0,1,i used to chase hoes now it is dollar igns
14831,3,0,3,0,1,i am money hungry man these bitches cannot do nuffin for me
14832,3,0,3,0,1,justification of my bitch face thanks
14833,3,0,3,0,1,me my bitch face is on point that is 24 7 thanks
14834,3,0,3,0,1,pull up on my ex make that bitch mad
14835,3,0,3,0,1,dive in the pussy like
14837,3,0,3,0,1,fellas remember to stock up on thermals and timbs before the dykes buy them all
14838,3,0,3,0,1,johns be honest you got hoes in different area codes
14839,3,3,0,0,0,beyonc is trash
14840,3,0,1,2,2,wiz is garbage to be put in the trash can known as beyonc to be put in a dumpster known as the vmas
14841,3,0,3,0,1,yes i love her like pussy money weed
14842,3,1,2,0,1,follow spree cunts just retweet this followmebeau
14843,3,0,3,0,1,with me bitch
14844,3,1,2,0,1,why all these hoes trynna be gay now lmao
14845,3,0,3,0,1,ate pussy for the first time today all i have to say is i think i may have a new favorite food michigan
14846,3,0,3,0,1,if you are nice girls they will be bitches to you if you are an asshole girls will want your dick womanlogic
14847,3,0,3,0,1,people congratulate on losing weight for my health but in reality i lost all the weight so i could fuck hot bitches
14848,3,0,3,0,1,unlike a lot of these bros i actually care about my girl and i love her it is not called being a pussy it is called
14849,6,0,0,6,2,charlie sheen is a legend forthebros
14850,3,0,3,0,1,
14851,6,0,6,0,1,
14852,3,0,3,0,1,how bitches look wen they hear their song in da club
14853,3,1,2,0,1,lauderdale that is where the hoes at
14854,3,0,3,0,1,call her 1st thing in da am let her know dat pussy on yo mind
14855,3,0,3,0,1,lmao bitches hate you but still follow you
14856,3,0,3,0,1,niggas dat do not get no pussy are usually the ones thirstin these big or ugly bitches givin them more confidence then the
14857,3,1,2,0,1,sum of you bitches too old for braces
14858,3,0,3,0,1,all a nigga need is money fuck a bitch
14859,3,0,2,1,1,
14860,3,0,3,0,1,cannot trust none of these bitches do not trust none of these hoes
14861,3,0,0,3,2,study these birds closely see if you can spot the female it can be done even with limited bird watching skills
14862,3,0,0,3,2,getting over a painful experience is like crossing the monkey bars you have to let go at some point in order to move forward
14863,3,1,2,0,1,this is what the niggers do not like
14864,3,0,3,0,1,soulja boy bitch so aggravating all that nagging shit i hope ion sound like her
14865,6,0,6,0,1,i could if i tried but my money feels better then any pussy i have ever had
14866,3,0,0,3,2,just 113 days until yankees pitchers and catchers report
14867,3,0,3,0,1,do not be a pussy grab the booty love the booty appreciate the booty
14868,3,1,2,0,1,this cunt is still talking holy fuck can you just get breast cancer already
14869,3,0,3,0,1,just this one eye can take your bitch
14870,3,0,3,0,1,i want some popcorn hoes bol
14871,3,0,3,0,1,this faggot is a lil attention whore fuck him mute
14872,3,1,2,0,1,
14873,3,0,3,0,1,when i drink some beurs kid plus you are a faggot anyways
14874,3,1,0,2,2,abel is a 43 yrs old beaner working home depot and he did not want to hang out with you major l
14875,3,2,1,0,0,chava needs to stay in his lane and keep sending gyro to hell you do not want it with the big boys you dirt infest ass beaner
14876,3,2,1,0,0,if i do not get drafted for the squad we going to have some problems drop the faggot jesus
14878,3,2,0,1,0,kill this beaner
14879,3,0,3,0,1,if this was high school er body catch a s hoe lmao
14880,3,0,3,0,1,wake up in the morning give me head bitch
14881,3,0,3,0,1,fuck dat bitch
14882,3,0,3,0,1,i like blowing loud wit bad bitches
14883,3,0,3,0,1,it are not no hoe in my blood
14884,4,0,4,0,1,roll up let us get high let us get high bitch
14885,6,0,6,0,1,been popping all my life what is fame 2 me bitches been stalking all my life bitches are not a thang 2 me
14886,3,0,2,1,1,this bitch needs to be ray rice d
14887,3,0,3,0,1,
14888,3,0,3,0,1,bad bitch her attitude nasty ooh ooh that is my song hoe loveoohyie skyylevelmedia holipalooza atl
14889,3,0,3,0,1,
14890,3,0,3,0,1,i just want to be skinny fit sike thick bitches got it going on ass2fat thundathighs jellyrolls imstillsexy
14891,3,0,3,0,1,shut your bitch ass up you got something to say about me mention me peezy eyed bit
14892,3,0,0,3,2,chicken fries shake perfection
14893,3,0,2,1,1,you hang out with a hoe you going to turn into a hoe
14894,3,0,3,0,1,
14895,3,0,0,3,2,a photographer hid in a trash can to get these adorable engagement photos
14896,3,1,2,0,1,ross is tha biggest bitch
14897,3,0,3,0,1,i have no sympathy for people who bitch about situations they get themselves into
14898,3,0,3,0,1,mom what happened to ___ insert old friend name you used to be close me fuck that bitch
14899,6,1,5,0,1,karma s a bitch do not dish what you cannot take
14900,3,0,2,1,1,and if you are not a hoe get up out my traphouseeee
14901,3,1,2,0,1,great daquan got her pregnant and now i am going to have a nigger grandbaby
14902,6,2,4,0,1,bitch ass nigga square up
14903,3,0,3,0,1,1000 rts and he will spark this hoe in here
14904,3,0,3,0,1,got to keep these hoes on point
14905,3,0,0,3,2,iphone 6 is trash watch me glo up
14906,3,0,0,3,2,she paid 5 to hold the monkey and look what he did this monkey real af
14907,3,0,3,0,1,she taught these hoes how to pose
14908,3,0,0,3,2,taking out the trash at night
14909,3,0,3,0,1,when you deep in the pussy
14910,3,2,1,0,0,who else hated this bitch nigga
14911,3,0,3,0,1,because he was a cunt brandon do not be a cunt
14912,3,0,0,3,2,breathe easy twinkies due back on shelves by summer
14913,3,0,3,0,1,me yeah i think i will get off early tonight and get a good nights rest 4 00am not tonight bitch not tonight
14914,6,0,1,5,2,reports say female victim was shot while waiting for an oreo mcflurry
14915,3,2,1,0,0,man i was trying to eat nigga you said it was bitches out here i showed up for nothin
14916,3,1,2,0,1,money cannot buy you love so i do not pay for no pussy
14917,3,0,3,0,1,who tweeting with last night pussy ass or dick on they breath this morning
14918,3,0,3,0,1,they are afraid of being a bitch in person
14919,3,0,3,0,1,not every nigga is pressed for pussy specially yours
14920,3,0,3,0,1,you hoes are not leaving a are not shit nigga because he is yo are not shit nigga n you do not want the other hoe to win
14921,6,0,4,2,1,i do not want to be a hoe
14922,3,0,1,2,2,because humans are not delicious ho smarter than dogs and your 3 year old child so why eat them
14923,3,0,3,0,1,i need me a bitch that can dance lmfao this is ode
14924,3,0,3,0,1,and i probably fucked yo bitch homie
14925,3,0,3,0,1,it is a girl out there who let russ pay her for her pussy and never has to see him again meanwhile i read this nigga tweet
14926,3,0,3,0,1,i think i am high naaa or she maddd at her toe i am diein i can hear her naa damn dawg old bitch ass toe
14927,3,0,3,0,1,my bad bitch i am logged in on everybody shit hell yeaa me too seen tiff just tweet f
14928,3,0,3,0,1,wussup bitch cooling hoe
14929,6,0,6,0,1,wussup bitch nun fixing to take it in
14930,3,0,3,0,1,stupid ass toe dog dam bitch you mad at your toe dumb hoe yo toe are not want to be stomped
14931,3,0,3,0,1,ohh bitch you might pass lol
14932,3,0,2,1,1,
14933,6,0,6,0,1,yasss bitch you did it
14934,3,0,3,0,1,the beat though bitch i am trying bone
14935,3,0,3,0,1,fuck a title bitch throw that ass back ye ye
14936,3,0,2,1,1,you might not but the reaction was the same everyone said that brand was trash yet all his sh
14937,3,0,3,0,1,naw no bs though if you under let us say 20 and you got like 15 bodies you def a hoe lol there is no debating that
14938,3,0,3,0,1,you a hoe if your cellphone bill more than 100 a month
14939,3,0,3,0,1,i am a bitch but a sweetheart you feel me
14940,3,2,1,0,0,
14941,3,0,3,0,1,bruh these hoes psychic now
14942,3,0,2,1,1,the 6 commandments of being a hoe
14943,3,0,3,0,1,
14944,3,1,2,0,1,niggas will cheat and not even know that bitch name that shit are not cheating
14945,3,1,2,0,1,sorority girls the absolute worst bitches
14946,3,0,3,0,1,
14947,3,0,3,0,1,i tell a bitch do not my shit unless you suckin fuckin
